,symbol,ind,trade,buyPrice,qty,buyTime,sellPrice,sellTime,profit,profit_ps,status,buy_dt,sell_dt
b397f10a,LTCEUR,rand,long,174.6,0.286368843069874,1634746707.8715174,174.6,1634746707.890074,0.0,0.0,closed--1-n,211020-181827,211020-181827
750ac3db,LTCEUR,rand,long,174.6,0.286368843069874,1634746708.9074986,174.6,1634746708.9208515,0.0,0.0,closed--1-n,211020-181828,211020-181828
721c66dd,LTCEUR,rand,long,174.6,0.286368843069874,1634746709.9615586,174.6,1634746710.0014753,0.0,0.0,closed--1-n,211020-181829,211020-181830
cd577728,DOGEEUR,rand,long,0.2155,232.0185614849188,1634746710.100433,0.2155,1634746710.126366,0.0,0.0,closed--1-n,211020-181830,211020-181830
abb8c37e,BTCUSDT,rand,long,66640.73,0.0007502350559058113,1634746710.8976347,66632.53,1634746712.9384782,-0.006151927458425469,-0.003,closed--1-n,211020-181830,211020-181832
62181c6f,LTCEUR,rand,long,174.6,0.286368843069874,1634746711.0483077,174.6,1634746711.0718124,0.0,0.0,closed--1-n,211020-181831,211020-181831
04d205ff,BTCEUR,rand,long,57113.0,0.00087509788774374,1634746711.8680394,57112.01,1634746712.8878453,-0.0008663469088645198,-0.0008,closed--1-n,211020-181831,211020-181832
7946796c,LTCEUR,rand,long,174.6,0.286368843069874,1634746712.0903373,174.6,1634746713.1179898,0.0,0.0,closed--1-n,211020-181832,211020-181833
d8d7f0a9,DOGEEUR,rand,long,0.2155,232.0185614849188,1634746712.1622581,0.2155,1634746713.1854122,0.0,0.0,closed--1-n,211020-181832,211020-181833
22b43f15,BTCEUR,rand,long,57112.01,0.00087509788774374,1634746712.9015613,57112.01,1634746712.9153457,0.0,0.0,closed--1-n,211020-181832,211020-181832
e2eb91ac,BTCUSDT,rand,long,66632.53,0.0007502350559058113,1634746712.9531639,66638.51,1634746712.983865,0.004486405634313694,0.1463,closed--1-n,211020-181832,211020-181832
1005f137,BTCUSDT,rand,long,66638.51,0.0007502350559058113,1634746712.997703,66638.51,1634746713.013999,0.0,0.0,closed--1-n,211020-181832,211020-181833
ef168394,DOGEEUR,rand,long,0.2155,232.0185614849188,1634746713.2012978,0.2153,1634746716.2760017,-0.04640371229698509,-0.0151,closed--1-n,211020-181833,211020-181836
b2b0d0ae,BTCEUR,rand,long,57108.91,0.0008751453900240672,1634746713.9507594,57108.91,1634746714.9859838,0.0,0.0,closed--1-n,211020-181833,211020-181834
5c6fc6c3,LTCEUR,rand,long,174.6,0.286368843069874,1634746714.1690893,174.6,1634746714.1907089,0.0,0.0,closed--1-n,211020-181834,211020-181834
e47b9a91,BTCUSDT,rand,long,66638.34,0.0007502369698184253,1634746715.0992458,66638.34,1634746715.1151025,0.0,0.0,closed--1-n,211020-181835,211020-181835
fadd5fe6,LTCEUR,rand,long,174.6,0.286368843069874,1634746715.219158,174.6,1634746715.2647083,0.0,0.0,closed--1-n,211020-181835,211020-181835
d375e660,LTCEUR,rand,long,174.6,0.286368843069874,1634746715.279077,174.7,1634746716.3004136,0.02863688430698577,0.028,closed--1-n,211020-181835,211020-181836
a815d2b1,BTCEUR,rand,long,57113.82,0.0008750701549257142,1634746717.0411475,57113.82,1634746717.0660534,0.0,0.0,closed--1-n,211020-181837,211020-181837
320b52f8,BTCEUR,rand,long,57113.82,0.0008750701549257142,1634746717.0840144,57113.82,1634746717.100576,0.0,0.0,closed--1-n,211020-181837,211020-181837
c6ffe4cb,BTCUSDT,rand,long,66638.34,0.0007502369698184253,1634746717.1544745,66638.34,1634746717.173232,0.0,0.0,closed--1-n,211020-181837,211020-181837
bc5ab6a6,BTCUSDT,rand,long,66638.34,0.0007502369698184253,1634746717.1911795,66636.24,1634746718.2219446,-0.0015754976366121427,-0.0015,closed--1-n,211020-181837,211020-181838
b6637d2a,DOGEEUR,rand,long,0.2152,232.12637680159392,1634746717.3170283,0.2152,1634746718.36154,0.0,0.0,closed--1-n,211020-181837,211020-181838
23aa4799,BTCEUR,rand,long,57112.16,0.0008750955893771021,1634746718.1213312,57112.16,1634746718.1476872,0.0,0.0,closed--1-n,211020-181838,211020-181838
0d26dbd9,BTCEUR,rand,long,57112.16,0.0008750955893771021,1634746718.164941,57112.16,1634746718.1819491,0.0,0.0,closed--1-n,211020-181838,211020-181838
57504b0e,BTCEUR,rand,long,57112.16,0.0008750955893771021,1634746718.1998422,57109.42,1634746719.2410672,-0.002397761914897844,-0.0023,closed--1-n,211020-181838,211020-181839
ed7980e5,BTCUSDT,rand,long,66636.24,0.0007502369698184253,1634746718.240864,66636.24,1634746718.259964,0.0,0.0,closed--1-n,211020-181838,211020-181838
b5d86507,BTCUSDT,rand,long,66636.24,0.0007502369698184253,1634746718.2785566,66636.24,1634746718.296516,0.0,0.0,closed--1-n,211020-181838,211020-181838
e9b80643,BTCEUR,rand,long,57109.42,0.0008750955893771021,1634746719.271197,57109.4,1634746720.2942874,-1.7501911784740494e-05,-0.0,closed--1-n,211020-181839,211020-181840
61e022df,DOGEEUR,rand,long,0.2152,232.12637680159392,1634746719.3903263,0.2152,1634746720.4523075,0.0,0.0,closed--1-n,211020-181839,211020-181840
f13c849b,DOGEEUR,rand,long,0.2152,232.12637680159392,1634746720.4765294,0.2152,1634746721.5057793,0.0,0.0,closed--1-n,211020-181840,211020-181841
c08550fa,BTCEUR,rand,long,57112.08,0.000875054525276836,1634746721.3184566,57115.91,1634746722.3691878,0.00335145883181181,0.0032,closed--1-n,211020-181841,211020-181842
22645a1f,BTCUSDT,rand,long,66638.34,0.0007502133273081734,1634746721.3394313,66638.34,1634746722.3707826,0.0,0.0,closed--1-n,211020-181841,211020-181842
c1530ce0,LTCEUR,rand,long,174.7,0.2862049227246709,1634746721.3888538,174.7,1634746721.416188,0.0,0.0,closed--1-n,211020-181841,211020-181841
a25b8136,DOGEEUR,rand,long,0.2152,232.12637680159392,1634746721.5286806,0.2152,1634746721.5623498,0.0,0.0,closed--1-n,211020-181841,211020-181841
46f48a21,DOGEEUR,rand,long,0.2152,232.12637680159392,1634746722.6025853,0.2154,1634746723.641646,0.046425275360320116,0.0447,closed--1-n,211020-181842,211020-181843
e067b0cc,BTCEUR,rand,long,57115.29,0.0008750640242009538,1634746723.432165,57115.29,1634746723.4770217,0.0,0.0,closed--1-n,211020-181843,211020-181843
1c9fb6ea,LTCEUR,rand,long,174.8,0.2860411899313501,1634746723.460031,174.8,1634746725.4968016,0.0,0.0,closed--1-n,211020-181843,211020-181845
3068d69c,DOGEEUR,rand,long,0.2154,232.1262766945218,1634746723.675392,0.2154,1634746724.7069597,0.0,0.0,closed--1-n,211020-181843,211020-181844
34ef3b5d,BTCEUR,rand,long,57115.29,0.0008750640242009538,1634746724.512352,57115.29,1634746724.5534492,0.0,0.0,closed--1-n,211020-181844,211020-181844
b4f929d9,DOGEEUR,rand,long,0.2154,232.1262766945218,1634746724.7304547,0.2154,1634746726.7778006,0.0,0.0,closed--1-n,211020-181844,211020-181846
f89ba8b9,BTCUSDT,rand,long,66650.01,0.0007500819696455161,1634746725.4421425,66650.01,1634746725.4630532,0.0,0.0,closed--1-n,211020-181845,211020-181845
d9849de5,BTCEUR,rand,long,57115.29,0.0008750640242009538,1634746725.583744,57108.06,1634746726.6136959,-0.006326712894975698,-0.0061,closed--1-n,211020-181845,211020-181846
aadb1dcf,LTCEUR,rand,long,174.8,0.2860411899313501,1634746726.5284116,174.8,1634746726.5576384,0.0,0.0,closed--1-n,211020-181846,211020-181846
79aaf812,LTCEUR,rand,long,174.8,0.2860411899313501,1634746726.5867164,174.8,1634746727.6314173,0.0,0.0,closed--1-n,211020-181846,211020-181847
ef996580,BTCEUR,rand,long,57108.06,0.0008750640242009538,1634746726.6341968,57103.06,1634746729.7028499,-0.004375320121004769,-0.0014,closed--1-n,211020-181846,211020-181849
b9386899,DOGEEUR,rand,long,0.2154,232.1262766945218,1634746726.8061624,0.2154,1634746728.8592508,0.0,0.0,closed--1-n,211020-181846,211020-181848
ac89b1e4,BTCUSDT,rand,long,66649.78,0.0007500845580839629,1634746727.510678,66649.78,1634746727.5503936,0.0,0.0,closed--1-n,211020-181847,211020-181847
eb934555,BTCUSDT,rand,long,66648.14,0.0007501030152933501,1634746728.5904741,66631.44,1634746729.640246,-0.012526720355396764,-0.0119,closed--1-n,211020-181848,211020-181849
e6c774ea,LTCEUR,rand,long,174.8,0.2860411899313501,1634746728.696699,174.7,1634746730.7556727,-0.02860411899314151,-0.0139,closed--1-n,211020-181848,211020-181850
fe46159f,DOGEEUR,rand,long,0.2154,232.1262766945218,1634746728.885078,0.2154,1634746728.9048362,0.0,0.0,closed--1-n,211020-181848,211020-181848
2827f2d3,BTCUSDT,rand,long,66631.44,0.0007501030152933501,1634746729.6778455,66631.43,1634746730.720199,-7.50103015991938e-06,-0.0,closed--1-n,211020-181849,211020-181850
96b1564c,BTCEUR,rand,long,57103.06,0.0008750640242009538,1634746729.7261083,57100.0,1634746730.7568336,-0.002677695914052881,-0.0026,closed--1-n,211020-181849,211020-181850
da06b92f,DOGEEUR,rand,long,0.2154,232.1262766945218,1634746729.9385915,0.2154,1634746731.0070727,0.0,0.0,closed--1-n,211020-181849,211020-181851
69fb0d56,LTCEUR,rand,long,174.7,0.2860411899313501,1634746730.7983067,174.7,1634746730.838125,0.0,0.0,closed--1-n,211020-181850,211020-181850
0ca25314,BTCEUR,rand,long,57100.0,0.0008750640242009538,1634746730.8181796,57100.0,1634746733.8810327,0.0,0.0,closed--1-n,211020-181850,211020-181853
2e4edba4,LTCEUR,rand,long,174.7,0.2860411899313501,1634746730.8601787,174.7,1634746730.8818634,0.0,0.0,closed--1-n,211020-181850,211020-181850
2c6fdecf,DOGEEUR,rand,long,0.2154,232.1262766945218,1634746732.0634162,0.2154,1634746733.1137922,0.0,0.0,closed--1-n,211020-181852,211020-181853
193cd7cb,LTCEUR,rand,long,174.7,0.2860411899313501,1634746732.9432633,174.7,1634746733.0022085,0.0,0.0,closed--1-n,211020-181852,211020-181853
89f50ba6,BTCEUR,rand,long,57100.0,0.0008750640242009538,1634746733.9097185,57100.0,1634746733.9396405,0.0,0.0,closed--1-n,211020-181853,211020-181853
7b03741c,BTCEUR,rand,long,57100.0,0.0008750640242009538,1634746733.9708133,57100.0,1634746733.9979568,0.0,0.0,closed--1-n,211020-181853,211020-181853
c25860ab,LTCEUR,rand,long,174.8,0.2858775508066754,1634746734.0320766,174.8,1634746734.0701258,0.0,0.0,closed--1-n,211020-181854,211020-181854
3be9b879,LTCEUR,rand,long,174.8,0.2858775508066754,1634746734.0912085,174.8,1634746734.1128798,0.0,0.0,closed--1-n,211020-181854,211020-181854
ed13abbf,DOGEEUR,rand,long,0.2154,232.1262766945218,1634746735.1662128,0.2154,1634746735.1927822,0.0,0.0,closed--1-n,211020-181855,211020-181855
1cf76be9,DOGEEUR,rand,long,0.2154,232.1262766945218,1634746735.2146747,0.2154,1634746735.238524,0.0,0.0,closed--1-n,211020-181855,211020-181855
82ba2a73,BTCEUR,rand,long,57100.0,0.0008750640242009538,1634746736.069172,57100.0,1634746736.0953631,0.0,0.0,closed--1-n,211020-181856,211020-181856
57b624c6,DOGEEUR,rand,long,0.2154,232.1262766945218,1634746736.2807553,0.2154,1634746736.3076656,0.0,0.0,closed--1-n,211020-181856,211020-181856
667adf0e,BTCUSDT,rand,long,66616.55,0.0007502705642412851,1634746736.855493,66627.83,1634746737.9041884,0.008463051964640823,0.0081,closed--1-n,211020-181856,211020-181857
9c2d7e46,BTCEUR,rand,long,57100.0,0.0008750640242009538,1634746737.143995,57100.0,1634746738.1828144,0.0,0.0,closed--1-n,211020-181857,211020-181858
c14a7429,LTCEUR,rand,long,174.8,0.2858775508066754,1634746737.1724842,174.8,1634746739.2602541,0.0,0.0,closed--1-n,211020-181857,211020-181859
12b4230c,DOGEEUR,rand,long,0.2154,232.1262766945218,1634746737.3637674,0.2154,1634746738.403974,0.0,0.0,closed--1-n,211020-181857,211020-181858
7e7756c7,BTCUSDT,rand,long,66627.83,0.0007502705642412851,1634746737.9629893,66627.83,1634746737.9993267,0.0,0.0,closed--1-n,211020-181857,211020-181857
f2393174,BTCUSDT,rand,long,66627.83,0.0007502705642412851,1634746738.0221388,66627.83,1634746738.0528002,0.0,0.0,closed--1-n,211020-181858,211020-181858
f4c25126,BTCEUR,rand,long,57100.0,0.0008750640242009538,1634746739.2633688,57100.0,1634746739.3156357,0.0,0.0,closed--1-n,211020-181859,211020-181859
d2bfe7d8,BTCEUR,rand,long,57100.0,0.0008750640242009538,1634746739.3387914,57100.0,1634746740.3933113,0.0,0.0,closed--1-n,211020-181859,211020-181900
ecfef8e3,LTCEUR,rand,long,174.8,0.2858775508066754,1634746740.3367207,174.8,1634746740.3670564,0.0,0.0,closed--1-n,211020-181900,211020-181900
0bd0bd0e,LTCEUR,rand,long,174.8,0.2858775508066754,1634746740.411066,174.8,1634746741.4938965,0.0,0.0,closed--1-n,211020-181900,211020-181901
8c092121,BTCUSDT,rand,long,66601.0,0.0007505728083403016,1634746741.1310027,66601.0,1634746741.1584861,0.0,0.0,closed--1-n,211020-181901,211020-181901
003c7cb6,BTCUSDT,rand,long,66601.0,0.0007505728083403016,1634746741.1851444,66601.0,1634746741.2123728,0.0,0.0,closed--1-n,211020-181901,211020-181901
144d80bc,BTCUSDT,rand,long,66601.0,0.0007505728083403016,1634746741.2387087,66601.0,1634746741.2639444,0.0,0.0,closed--1-n,211020-181901,211020-181901
dc18aaa7,BTCEUR,rand,long,57080.14,0.0008753684868655624,1634746741.5099397,57080.14,1634746741.558417,0.0,0.0,closed--1-n,211020-181901,211020-181901
24350ce1,ETHUSDT,rand,long,4092.84,0.012216456054964278,1634746741.5887623,4092.84,1634746741.6410182,0.0,0.0,closed--1-n,211020-181901,211020-181901
1477384f,BTCEUR,rand,long,57080.14,0.0008753684868655624,1634746741.6128783,57080.14,1634746742.649622,0.0,0.0,closed--1-n,211020-181901,211020-181902
ebb5ecfb,ETHUSDT,rand,long,4092.84,0.012216456054964278,1634746741.6685696,4091.96,1634746743.7140799,-0.010750481328369898,-0.0053,closed--1-n,211020-181901,211020-181903
d0fc91b0,LTCEUR,rand,long,174.8,0.2858775508066754,1634746742.5776844,174.4,1634746744.653096,-0.11435102032267178,-0.0551,closed--1-n,211020-181902,211020-181904
b763f6aa,ETHEUR,rand,long,3507.22,0.014256305563950937,1634746742.618223,3507.22,1634746743.67132,0.0,0.0,closed--1-n,211020-181902,211020-181903
c042787e,BTCEUR,rand,long,57080.14,0.0008753684868655624,1634746742.6741831,57080.14,1634746742.7022007,0.0,0.0,closed--1-n,211020-181902,211020-181902
4224e942,BTCUSDT,rand,long,66607.27,0.0007505021540182089,1634746743.3273346,66603.0,1634746744.3787196,-0.00320464419766081,-0.003,closed--1-n,211020-181903,211020-181904
b4e056b1,ETHEUR,rand,long,3507.22,0.014256305563950937,1634746743.7253265,3507.22,1634746743.7913923,0.0,0.0,closed--1-n,211020-181903,211020-181903
0715237d,BTCEUR,rand,long,57085.84,0.0008752810816460696,1634746743.7651641,57086.66,1634746744.8213587,0.0007177304869558908,0.0007,closed--1-n,211020-181903,211020-181904
8f44ac1b,ETHEUR,rand,long,3507.22,0.014256305563950937,1634746743.8237123,3507.15,1634746744.9058511,-0.0009979413894724164,-0.0009,closed--1-n,211020-181903,211020-181904
0c7a79fd,DOGEEUR,rand,long,0.2154,232.1262766945218,1634746744.5272136,0.2154,1634746744.5641365,0.0,0.0,closed--1-n,211020-181904,211020-181904
171c2cb2,DOGEEUR,rand,long,0.2154,232.1262766945218,1634746744.5943193,0.2154,1634746744.623457,0.0,0.0,closed--1-n,211020-181904,211020-181904
117b9a74,ETHUSDT,rand,long,4091.4,0.012218128151408228,1634746744.7874403,4091.4,1634746744.822223,0.0,0.0,closed--1-n,211020-181904,211020-181904
e8c21a25,BTCEUR,rand,long,57086.66,0.0008752810816460696,1634746744.8817632,57086.66,1634746745.944883,0.0,0.0,closed--1-n,211020-181904,211020-181905
abfe792a,ETHUSDT,rand,long,4091.4,0.012218128151408228,1634746744.9180093,4091.4,1634746744.978556,0.0,0.0,closed--1-n,211020-181904,211020-181904
f38c024e,ETHEUR,rand,long,3507.15,0.014256305563950937,1634746745.0356073,3507.15,1634746746.089639,0.0,0.0,closed--1-n,211020-181905,211020-181906
18a043fb,BTCUSDT,rand,long,66602.08,0.000750512520991458,1634746745.4302135,66602.08,1634746745.4629304,0.0,0.0,closed--1-n,211020-181905,211020-181905
def05670,DOGEEUR,rand,long,0.2154,232.1262766945218,1634746745.6752272,0.2154,1634746746.7263546,0.0,0.0,closed--1-n,211020-181905,211020-181906
709423a1,LTCEUR,rand,long,174.4,0.2858775508066754,1634746745.7101626,174.4,1634746745.7371728,0.0,0.0,closed--1-n,211020-181905,211020-181905
1ab1f8ae,BTCEUR,rand,long,57086.66,0.0008752810816460696,1634746746.0035825,57081.12,1634746747.0673535,-0.004849057192319989,-0.0046,closed--1-n,211020-181906,211020-181907
904625ec,ETHUSDT,rand,long,4091.39,0.012218158014433145,1634746746.0384538,4091.4,1634746747.1025572,0.0001221815801469984,0.0001,closed--1-n,211020-181906,211020-181907
bb857985,BTCUSDT,rand,long,66602.08,0.000750512520991458,1634746746.520339,66602.08,1634746746.5503953,0.0,0.0,closed--1-n,211020-181906,211020-181906
17355484,LTCEUR,rand,long,174.6,0.28555008511273877,1634746746.7726772,174.6,1634746746.8027165,0.0,0.0,closed--1-n,211020-181906,211020-181906
783f65f5,BTCEUR,rand,long,57081.12,0.0008752810816460697,1634746747.1034777,57081.12,1634746747.174993,0.0,0.0,closed--1-n,211020-181907,211020-181907
64fc2901,ETHEUR,rand,long,3507.15,0.014256305563950937,1634746747.1730955,3506.0,1634746749.2813997,-0.016394751398544873,-0.0078,closed--1-n,211020-181907,211020-181909
8a7b6ec2,BTCEUR,rand,long,57081.12,0.0008752810816460697,1634746747.2357287,57080.0,1634746748.2774518,-0.0009803148114458907,-0.0009,closed--1-n,211020-181907,211020-181908
86e61763,DOGEEUR,rand,long,0.2154,232.1262766945218,1634746747.762368,0.2155,1634746751.862919,0.023212627669449624,0.0057,closed--1-n,211020-181907,211020-181911
93ea5e39,ETHUSDT,rand,long,4091.4,0.012218158014433145,1634746748.1851108,4091.4,1634746748.216708,0.0,0.0,closed--1-n,211020-181908,211020-181908
2ffd14dd,BTCEUR,rand,long,57080.0,0.0008752810816460697,1634746748.307619,57076.39,1634746750.3822856,-0.003159764704742821,-0.0015,closed--1-n,211020-181908,211020-181910
98a254da,ETHEUR,rand,long,3506.0,0.014256305563950937,1634746749.3134449,3506.01,1634746750.3859174,0.00014256305564262122,0.0001,closed--1-n,211020-181909,211020-181910
a7d5074e,LTCEUR,rand,long,174.6,0.28555008511273877,1634746749.8873856,174.6,1634746750.9425983,0.0,0.0,closed--1-n,211020-181909,211020-181910
96d36587,BTCUSDT,rand,long,66584.82,0.0007507070675279255,1634746750.6331973,66584.82,1634746750.6736474,0.0,0.0,closed--1-n,211020-181910,211020-181910
0ba76fa4,BTCUSDT,rand,long,66584.82,0.0007507070675279255,1634746750.7025163,66584.82,1634746750.7317927,0.0,0.0,closed--1-n,211020-181910,211020-181910
d30bb648,LTCEUR,rand,long,174.6,0.28555008511273877,1634746751.0050168,174.6,1634746752.0692105,0.0,0.0,closed--1-n,211020-181911,211020-181912
40b61097,ETHUSDT,rand,long,4090.34,0.012221324315399643,1634746751.3208742,4090.34,1634746751.3578665,0.0,0.0,closed--1-n,211020-181911,211020-181911
