,close,tsv_so_k100,mav_short,mav_medium,ema_short,ema_med,k_line,d_line,so_20,so_80,macd_ema_fast,macd_ema_slow,macd_base,macd_signal,macd_hist,macd_color,bohlinger_upper,bohlinger_lower,ema_switch,so_switch,macd_switch
2021-09-11 16:09:44+02:00,45557.375,0,45561.1984375,45568.03046875,45560.50311496389,45564.632541823354,0.0,0.0,20,80,45568.30797118373,45564.27107010346,-4.036901080267853,-3.085367708257559,-0.9515333720102941,red,45570.68322226006,45565.37771523995,0,0,0
2021-09-11 16:09:46+02:00,45557.38,0,45559.36328125,45567.3224609375,45559.46171205917,45563.59614984227,0.02759381898454746,0.00919793966151582,20,80,45567.49841081826,45563.21073720293,-4.287673615333915,-3.3258288896728305,-0.9618447256610847,red,45570.31677654914,45564.32814532587,0,1,0
2021-09-11 16:09:48+02:00,45556.47,0,45557.86640625,45566.5693359375,45558.46405803939,45562.57781651998,0.0,0.00919793966151582,20,80,45566.68139890579,45562.17350840248,-4.507890503315139,-3.5622412124012923,-0.9456492909138463,red,45569.946470699266,45563.192201175734,0,0,0
2021-09-11 16:09:50+02:00,45557.375,0,45557.26953125,45565.8611328125,45558.10103869291,45561.8344735859,6.016597510373444,2.0147304431193302,20,80,45565.99203602388,45561.435276340555,-4.556759683327982,-3.7611449065866305,-0.7956147767413517,red,45569.6489647709,45562.07330085409,0,1,0
2021-09-11 16:09:52+02:00,45557.375,0,45557.19453125,45565.1533203125,45557.85902579527,45561.197344636494,7.032434070930585,4.349677193768009,20,80,45565.35373705915,45560.810618442,-4.543118617148139,-3.9175396486989325,-0.6255789684492061,red,45569.39400640831,45560.91263421669,0,1,0
2021-09-11 16:09:54+02:00,45551.785,0,45556.0765625,45564.1658203125,45555.83440261348,45559.85263541021,0.0,4.349677193768009,20,80,45564.34865699922,45559.42208579708,-4.926571202136984,-4.119345959386543,-0.8072252427504409,red,45568.940242216064,45559.39139840893,0,0,0
2021-09-11 16:09:56+02:00,45557.375,0,45556.07578125,45563.4578125,45556.34793507566,45559.49866247551,32.77599633531837,13.269476802082984,20,80,45563.83208981409,45559.107149520605,-4.724940293483087,-4.2404648262058515,-0.48447546727723534,red,45568.77311812206,45558.142506877935,0,1,0
2021-09-11 16:09:58+02:00,45565.133,0,45557.80859375,45563.1375,45559.27622755046,45560.303589815514,87.59292489105357,40.12297374212398,20,80,45563.928439642674,45560.03417459436,-3.894265048314992,-4.17122487062768,0.2769598223126879,green,45568.90425567025,45557.370744329746,0,0,1
2021-09-11 16:10:00+02:00,45574.156,0,45561.16484375,45563.26875,45564.236235033655,45562.28264403968,100.0,73.4563070754573,20,80,45564.6860552247,45562.20680157984,-2.479253644858545,-3.832830625473853,1.353576980615308,green,45569.33583134504,45557.20166865497,1,0,0
2021-09-11 16:10:02+02:00,45576.156,0,45564.92109375,45563.5,45568.20957335579,45564.26467596876,100.0,95.86430829701784,20,80,45565.53569928213,45564.352870567556,-1.182828714576317,-3.3028302432943457,2.1200015287180287,green,45569.735146123174,45557.264853876826,0,0,0
2021-09-11 16:10:04+02:00,45573.99,0,45569.36171875,45563.6228515625,45570.135809320534,45565.6538154353,91.10434364481488,97.03478121493829,20,80,45566.16181646494,45565.835241441775,-0.32657502316578757,-2.707579199268634,2.3810041761028464,green,45569.90218912196,45557.343514003034,0,0,0
2021-09-11 16:10:06+02:00,45573.99,0,45572.684375,45563.8544921875,45571.419966630354,45566.84449234552,91.10434364481488,94.0695624298766,20,80,45566.74155459717,45567.089555258426,0.3480006612589932,-2.0964632271631087,2.444463888422102,green,45570.04818355444,45557.66080082056,0,0,0
2021-09-11 16:10:08+02:00,45584.297,0,45576.5171875,45564.6271484375,45575.71226942024,45569.3377597531,100.0,94.0695624298766,20,80,45568.04194870108,45569.73683521867,1.6948865175872925,-1.3381932782130286,3.033079795800321,green,45570.56715200598,45558.68714486903,0,0,0
2021-09-11 16:10:10+02:00,45583.27,0,45578.33984375,45565.3486328125,45578.23135669683,45571.32806064196,96.84008170130963,95.98147511537483,20,80,45569.16991777878,45571.81878845426,2.6488706754753366,-0.5407804874753557,3.1896511629506925,green,45570.927696772,45559.769568853,0,0,0
2021-09-11 16:10:12+02:00,45583.266,0,45579.76171875,45566.1607421875,45579.90944613122,45573.03346209857,96.82806680283552,97.88938283471505,20,80,45570.21404423961,45573.57984023052,3.3657959909105557,0.24053480820182666,3.125261182708729,green,45571.31568588215,45561.00579849285,0,0,0
2021-09-11 16:10:14+02:00,45583.27,0,45581.61796875,45567.063671875,45581.02947450414,45574.495783503575,96.84008170130963,96.8360767351516,20,80,45571.181117351494,45575.07056192582,3.889444574328081,0.9703167614270776,2.919127812901004,green,45571.800329098594,45562.32701465141,0,0,0
2021-09-11 16:10:16+02:00,45585.08,0,45583.8359375,45567.98984375,45582.37902466943,45576.0075694474,100.0,97.88938283471505,20,80,45572.210525325456,45576.61018701416,4.399661688701599,1.6561857468819818,2.743475941819617,green,45572.369475976884,45563.61021152312,0,0,0
2021-09-11 16:10:18+02:00,45586.742,0,45584.325,45569.129296875,45583.83341227963,45577.54110619948,100.0,98.94669390043653,20,80,45573.28694474579,45578.16895631967,4.882011573878117,2.301350912281209,2.580660661596908,green,45573.35315391632,45564.905439833674,0,0,0
2021-09-11 16:10:20+02:00,45588.906,0,45585.45234375,45570.556640625,45585.52435818641,45579.164716218576,100.0,100.0,20,80,45574.44393032018,45579.8208476551,5.376917334921018,2.916464196809171,2.4604531381118466,green,45575.007518110164,45566.105763139836,0,0,0
2021-09-11 16:10:22+02:00,45588.906,0,45586.58046875,45572.114453125,45586.65165545761,45580.55637716105,100.0,100.0,20,80,45575.51521325942,45581.218601862005,5.703388602581981,3.4738490779637337,2.2295395246182474,green,45577.22874014234,45567.00016610767,0,0,0
