,close,tsv_so_k100,mav_short,mav_medium,ema_short,ema_med,k_line,d_line,so_20,so_80,macd_ema_fast,macd_ema_slow,macd_base,macd_signal,macd_hist,macd_color,bohlinger_upper,bohlinger_lower,ema_switch,so_switch,macd_switch
2021-09-11 16:09:04+02:00,45571.535,0,45571.53515625,45572.9474609375,45571.505546903114,45572.47952680012,42.35807860262009,35.64225228997616,20,80,45576.3295537028,45572.34184887976,-3.9877048230409855,-4.698064382369524,0.7103595593285386,green,,,0,0,0
2021-09-11 16:09:06+02:00,45571.54,0,45571.53515625,45572.9935546875,45571.516718772145,45572.34472532583,42.40659873847647,39.01633882491692,20,80,45575.97470250259,45572.218343282875,-3.7563592197184335,-4.509723349839306,0.7533641301208727,green,,,0,0,0
2021-09-11 16:09:08+02:00,45571.53,0,45571.53359375,45572.9419921875,45571.52156251576,45572.22818151364,44.3089430894309,43.02454014350915,20,80,45575.64555787277,45572.11263662398,-3.532921248792263,-4.3143629296298975,0.7814416808376343,green,,,0,0,0
2021-09-11 16:09:10+02:00,45571.54,0,45571.53515625,45572.7845703125,45571.52739584463,45572.12949420695,99.65792474344356,62.12448885711697,20,80,45575.34137303034,45572.02439445106,-3.3169785792779294,-4.114886059559504,0.7979074802815749,green,45583.35301640573,45562.21612421927,0,0,0
2021-09-11 16:09:12+02:00,45571.53,0,45571.53515625,45572.4271484375,45571.528680563206,45572.04385093557,99.42987457240594,81.1322474684268,20,80,45575.05914169476,45571.948526073975,-3.1106156207824824,-3.9140319718041,0.8034163510216175,green,45582.33284698894,45562.52144988606,0,0,0
2021-09-11 16:09:14+02:00,45571.535,0,45571.53515625,45572.1693359375,45571.5308391256,45571.97104925059,99.54389965792474,99.54389965792474,20,80,45574.79810573589,45571.884930716435,-2.9131750194574124,-3.7138605813347625,0.8006855618773501,green,45581.3551278096,45562.9835440654,0,0,0
2021-09-11 16:09:16+02:00,45571.535,0,45571.534375,45571.8123046875,45571.53227816713,45571.90868261927,93.44262295081967,97.47213239371678,20,80,45574.556405773976,45571.83111926006,-2.725286513916217,-3.5161457678510533,0.7908592539348365,green,45580.214102156904,45563.41050721809,0,0,0
2021-09-11 16:09:18+02:00,45571.54,0,45571.5359375,45571.5810546875,45571.534539611486,45571.85580983816,95.08196721311475,96.02282994061972,20,80,45574.33289886479,45571.786187450816,-2.546711413975572,-3.3222588970759572,0.775547483100385,green,45579.1504747617,45564.0116346133,0,0,0
2021-09-11 16:09:20+02:00,45571.53,0,45571.534375,45571.348828125,45571.53344307432,45571.80939154158,0.0,62.84153005464481,20,80,45574.125369319256,45571.746966304534,-2.378403014721698,-3.133487720605106,0.7550847058834078,green,45578.09464042413,45564.60301582587,0,-1,0
2021-09-11 16:09:22+02:00,45571.53,0,45571.534375,45571.134765625,45571.53271204954,45571.769618400336,0.0,31.69398907103825,20,80,45573.933212332646,45571.71377918076,-2.2194331518840045,-2.9506768068608857,0.7312436549768813,green,45577.02681337997,45565.24271787003,0,0,0
2021-09-11 16:09:24+02:00,45571.53,0,45571.53359375,45571.191015625,45571.532224699695,45571.735537395136,0.0,0.0,20,80,45573.755289196895,45571.685697768335,-2.0695914285606705,-2.7744597312008428,0.7048683026401723,green,45576.25394142622,45566.12808982378,0,0,0
2021-09-11 16:09:26+02:00,45569.355,0,45571.09765625,45571.2451171875,45570.80663937929,45571.39528475866,0.0,0.0,20,80,45573.4293765712,45571.32720099628,-2.102175574917055,-2.6400028999440854,0.5378273250270302,green,45575.543769286,45566.946465089,0,0,0
2021-09-11 16:09:28+02:00,45568.844,0,45570.55859375,45571.2810546875,45570.152342917216,45571.03055668095,0.0,0.0,20,80,45573.089700528886,45570.945131612236,-2.1445689166503143,-2.5409161032853316,0.3963471866350172,green,45574.925660343455,45567.63644903154,0,0,0
2021-09-11 16:09:30+02:00,45568.84,0,45570.0203125,45571.14609375,45569.71484319378,45570.71743350996,0.0,0.0,20,80,45572.77489632304,45570.62124117189,-2.153655151152634,-2.463463912858792,0.309808761706158,green,45574.2393732065,45568.0528142935,0,0,0
2021-09-11 16:09:32+02:00,45567.023,0,45569.11875,45570.931640625,45568.81770796111,45570.18948251808,0.0,0.0,20,80,45572.34886233615,45570.06773291467,-2.2811294214770896,-2.4269970145824518,0.14586759310536213,green,45573.57258161455,45568.29069963545,0,0,0
2021-09-11 16:09:34+02:00,45565.21,0,45567.8546875,45570.6146484375,45567.61545113948,45569.47798771609,0.0,0.0,20,80,45571.8201271631,45569.320533620106,-2.499593542990624,-2.4415163202640864,-0.05807722272653759,red,45572.93081877251,45568.298478102486,0,0,-1
2021-09-11 16:09:36+02:00,45566.555,0,45567.29453125,45570.3654296875,45567.26186325941,45569.06023546093,21.234567901234566,7.078189300411522,20,80,45571.43009459546,45568.895018832394,-2.5350757630658336,-2.460228208824436,-0.07484755424139777,red,45572.49093503405,45568.23992434095,0,1,0
2021-09-11 16:09:38+02:00,45563.953,0,45566.31640625,45569.9861328125,45566.158950505764,45568.33044170456,0.0,7.078189300411522,20,80,45570.8762449958,45568.13472747357,-2.741517522234062,-2.5164860715063613,-0.22503145072770092,red,45572.02846946202,45567.943796162974,0,0,0
2021-09-11 16:09:40+02:00,45560.36,0,45564.6203125,45569.4275390625,45564.225758669905,45567.191441579285,0.0,7.078189300411522,20,80,45570.0972175887,45566.938519400705,-3.158698187995469,-2.644928494804183,-0.5137696931912861,red,45571.53790154192,45567.31717658308,0,0,0
2021-09-11 16:09:42+02:00,45557.75,0,45562.765625,45568.7384765625,45562.06717244616,45565.842383695126,0.0,0.0,20,80,45569.18260887842,45565.524901031364,-3.657707847058191,-2.847484365254985,-0.8102234818032059,red,45571.08409504221,45566.39285808279,0,0,0
