,open,high,low,close,bid,ask
2021-10-20 18:16:18+02:00,159.5,175.8,159.1,175.4,175.4,175.5
2021-10-20 18:16:20+02:00,159.5,175.8,159.1,175.4,175.3,175.5
2021-10-20 18:16:21+02:00,159.5,175.8,159.1,175.2,175.2,175.4
2021-10-20 18:16:21+02:00,159.5,175.8,159.1,175.2,175.2,175.4
2021-10-20 18:16:22+02:00,159.5,175.8,159.1,175.2,175.2,175.4
2021-10-20 18:16:24+02:00,159.5,175.8,159.1,175.2,175.2,175.4
2021-10-20 18:16:25+02:00,159.5,175.8,159.1,175.2,175.2,175.4
2021-10-20 18:16:26+02:00,159.5,175.8,159.1,175.2,175.2,175.4
2021-10-20 18:16:27+02:00,159.5,175.8,159.1,175.2,175.2,175.4
2021-10-20 18:16:28+02:00,159.5,175.8,159.1,175.2,175.2,175.4
2021-10-20 18:16:28+02:00,159.5,175.8,159.1,175.2,175.2,175.4
2021-10-20 18:16:29+02:00,159.5,175.8,159.1,175.2,175.2,175.4
2021-10-20 18:16:31+02:00,159.5,175.8,159.1,175.2,175.2,175.4
2021-10-20 18:16:32+02:00,159.5,175.8,159.1,175.2,175.1,175.4
2021-10-20 18:16:33+02:00,159.5,175.8,159.1,175.2,175.1,175.3
2021-10-20 18:16:34+02:00,159.5,175.8,159.1,175.2,175.1,175.4
2021-10-20 18:16:34+02:00,159.5,175.8,159.1,175.2,175.2,175.4
2021-10-20 18:16:36+02:00,159.5,175.8,159.1,175.2,175.2,175.6
2021-10-20 18:16:37+02:00,159.5,175.8,159.1,175.2,175.2,175.6
2021-10-20 18:16:38+02:00,159.5,175.8,159.1,175.2,175.2,175.6
2021-10-20 18:16:39+02:00,159.5,175.8,159.1,175.7,175.2,175.6
2021-10-20 18:16:40+02:00,159.5,175.8,159.1,175.7,175.2,175.6
2021-10-20 18:16:41+02:00,159.5,175.8,159.1,175.7,175.2,175.6
2021-10-20 18:16:41+02:00,159.5,175.8,159.1,175.7,175.2,175.6
2021-10-20 18:16:43+02:00,159.5,175.8,159.1,175.7,175.2,175.6
2021-10-20 18:16:43+02:00,159.5,175.8,159.1,175.7,175.2,175.5
2021-10-20 18:16:44+02:00,159.5,175.8,159.1,175.7,175.2,175.5
2021-10-20 18:16:45+02:00,159.5,175.8,159.1,175.7,175.2,175.5
2021-10-20 18:16:47+02:00,159.5,175.8,159.1,175.7,175.2,175.5
2021-10-20 18:16:48+02:00,159.5,175.8,159.1,175.7,175.2,175.5
2021-10-20 18:16:48+02:00,159.5,175.8,159.1,175.7,175.2,175.5
2021-10-20 18:16:50+02:00,159.5,175.8,159.1,175.5,175.2,175.5
2021-10-20 18:16:51+02:00,159.5,175.8,159.1,175.5,175.2,175.5
2021-10-20 18:16:52+02:00,159.5,175.8,159.1,175.5,175.2,175.5
2021-10-20 18:16:52+02:00,159.5,175.8,159.1,175.5,175.2,175.5
2021-10-20 18:16:54+02:00,159.5,175.8,159.1,175.5,175.2,175.5
2021-10-20 18:16:54+02:00,159.5,175.8,159.1,175.5,175.2,175.5
2021-10-20 18:16:56+02:00,159.5,175.8,159.1,175.2,175.1,175.4
2021-10-20 18:16:57+02:00,159.5,175.8,159.1,175.2,175.1,175.4
2021-10-20 18:16:57+02:00,159.5,175.8,159.1,175.2,175.2,175.4
2021-10-20 18:16:59+02:00,159.5,175.8,159.1,175.2,175.2,175.4
2021-10-20 18:17:00+02:00,159.5,175.8,159.1,175.2,175.1,175.4
2021-10-20 18:17:01+02:00,159.5,175.8,159.1,175.2,175.1,175.4
2021-10-20 18:17:01+02:00,159.5,175.8,159.1,175.2,175.1,175.4
2021-10-20 18:17:02+02:00,159.5,175.8,159.1,175.2,175.1,175.4
2021-10-20 18:17:04+02:00,159.5,175.8,159.1,175.2,175.1,175.4
2021-10-20 18:17:05+02:00,159.5,175.8,159.1,175.2,175.1,175.4
2021-10-20 18:17:05+02:00,159.5,175.8,159.1,175.2,175.1,175.4
2021-10-20 18:17:07+02:00,159.6,175.8,159.1,175.2,175.1,175.4
2021-10-20 18:17:08+02:00,159.6,175.8,159.1,175.2,175.1,175.4
2021-10-20 18:17:09+02:00,159.6,175.8,159.1,175.2,175.1,175.4
2021-10-20 18:17:09+02:00,159.6,175.8,159.1,175.2,175.1,175.4
2021-10-20 18:17:11+02:00,159.6,175.8,159.1,175.2,175.1,175.2
2021-10-20 18:17:12+02:00,159.6,175.8,159.1,175.2,175.1,175.2
2021-10-20 18:17:13+02:00,159.6,175.8,159.1,175.2,175.3,175.4
2021-10-20 18:17:14+02:00,159.6,175.8,159.1,175.2,175.2,175.4
2021-10-20 18:17:15+02:00,159.6,175.8,159.1,175.2,175.2,175.4
2021-10-20 18:17:16+02:00,159.6,175.8,159.1,175.2,175.3,175.4
2021-10-20 18:17:17+02:00,159.6,175.8,159.1,175.2,175.3,175.4
2021-10-20 18:17:18+02:00,159.6,175.8,159.1,175.3,175.2,175.4
2021-10-20 18:17:19+02:00,159.6,175.8,159.1,175.3,175.3,175.4
2021-10-20 18:17:20+02:00,159.6,175.8,159.1,175.3,175.3,175.4
2021-10-20 18:17:21+02:00,159.6,175.8,159.1,175.3,175.2,175.3
2021-10-20 18:17:22+02:00,159.6,175.8,159.1,175.2,175.2,175.3
2021-10-20 18:17:23+02:00,159.6,175.8,159.1,175.0,174.8,175.1
2021-10-20 18:17:24+02:00,159.6,175.8,159.1,174.9,174.9,175.0
2021-10-20 18:17:25+02:00,159.6,175.8,159.1,174.9,174.8,175.0
2021-10-20 18:17:26+02:00,159.6,175.8,159.1,174.9,174.8,175.0
2021-10-20 18:17:27+02:00,159.6,175.8,159.1,174.9,175.0,175.2
2021-10-20 18:17:28+02:00,159.6,175.8,159.1,174.9,175.0,175.3
2021-10-20 18:17:29+02:00,159.6,175.8,159.1,174.9,175.0,175.3
2021-10-20 18:17:31+02:00,159.6,175.8,159.1,174.9,175.0,175.3
2021-10-20 18:17:31+02:00,159.6,175.8,159.1,174.9,175.1,175.3
2021-10-20 18:17:32+02:00,159.6,175.8,159.1,175.0,175.0,175.3
2021-10-20 18:17:33+02:00,159.6,175.8,159.1,175.0,174.9,175.1
2021-10-20 18:17:34+02:00,159.6,175.8,159.1,175.0,174.9,175.1
2021-10-20 18:17:35+02:00,159.6,175.8,159.1,175.0,174.9,175.1
2021-10-20 18:17:36+02:00,159.6,175.8,159.1,175.0,174.9,175.1
2021-10-20 18:17:37+02:00,159.6,175.8,159.1,175.0,174.9,175.1
2021-10-20 18:17:38+02:00,159.6,175.8,159.1,174.9,174.9,175.0
2021-10-20 18:17:39+02:00,159.6,175.8,159.1,174.9,174.9,175.0
2021-10-20 18:17:40+02:00,159.6,175.8,159.1,174.9,174.9,175.0
2021-10-20 18:17:41+02:00,159.6,175.8,159.1,174.9,174.9,175.1
2021-10-20 18:17:42+02:00,159.6,175.8,159.1,174.9,174.9,175.1
2021-10-20 18:17:43+02:00,159.6,175.8,159.1,174.9,174.9,175.1
2021-10-20 18:17:44+02:00,159.6,175.8,159.1,174.9,174.9,175.1
2021-10-20 18:17:45+02:00,159.6,175.8,159.1,174.9,174.9,175.1
2021-10-20 18:17:46+02:00,159.6,175.8,159.1,174.9,174.9,175.1
2021-10-20 18:17:47+02:00,159.6,175.8,159.1,174.9,174.9,175.1
2021-10-20 18:17:48+02:00,159.6,175.8,159.1,174.9,174.9,175.1
2021-10-20 18:17:50+02:00,159.6,175.8,159.1,174.9,174.9,175.1
2021-10-20 18:17:51+02:00,159.6,175.8,159.1,174.9,174.9,175.0
2021-10-20 18:17:51+02:00,159.6,175.8,159.1,174.9,174.9,175.0
