,close,tsv_so_k100,mav_short,mav_medium,ema_short,ema_med,ema_long,ema_switch
2021-10-20 18:16:19+02:00,0.2155,0,,,0.21549999713897705,0.21549999713897705,0.21549999713897705,0
2021-10-20 18:16:20+02:00,0.2155,0,,,0.21549999713897705,0.21549999713897705,0.21549999713897705,0
2021-10-20 18:16:21+02:00,0.2155,0,,,0.21549999713897705,0.21549999713897705,0.21549999713897705,0
2021-10-20 18:16:22+02:00,0.2155,0,,,0.21549999713897705,0.21549999713897705,0.21549999713897705,0
2021-10-20 18:16:23+02:00,0.2155,0,0.21549999713897705,,0.21549999713897705,0.21549999713897705,0.21549999713897705,0
2021-10-20 18:16:24+02:00,0.2156,0,0.21551999747753142,,0.2155365391109223,0.2155236717047852,0.21551751707212366,0
2021-10-20 18:16:26+02:00,0.2157,0,0.2155599981546402,,0.21559441350165243,0.21556183329820303,0.2155451923995604,0
2021-10-20 18:16:26+02:00,0.2157,0,0.21559999883174896,,0.2156310382152152,0.21558968678637147,0.21556593901713986,0
2021-10-20 18:16:27+02:00,0.2157,0,0.21563999950885773,,0.2156546395772388,0.21561069149694806,0.21558206650018594,0
2021-10-20 18:16:28+02:00,0.2157,0,0.2156800001859665,,0.21567002672976535,0.21562692480377432,0.21559496059453334,0
2021-10-20 18:16:30+02:00,0.2157,0,0.21570000052452087,,0.21568013485492035,0.2156397100022008,0.21560550313902116,0
2021-10-20 18:16:30+02:00,0.2157,0,0.21570000052452087,,0.21568680817840447,0.21564993024416673,0.2156142820267396,0
2021-10-20 18:16:31+02:00,0.2157,0,0.21570000052452087,,0.21569122833891607,0.21565819758341978,0.21562170426108576,0
2021-10-20 18:16:33+02:00,0.2157,0,0.21570000052452087,,0.21569416245155018,0.21566494958049157,0.21562806055922384,0
2021-10-20 18:16:33+02:00,0.2157,0,0.21570000052452087,,0.21569611293010021,0.21567050727662254,0.2156335641141613,0
2021-10-20 18:16:35+02:00,0.2157,0,0.21570000052452087,,0.21569741077079016,0.21567511144057844,0.21563837482104628,0
2021-10-20 18:16:36+02:00,0.2157,0,0.21570000052452087,,0.21569827489908874,0.21567894603686022,0.21564261495300696,0
2021-10-20 18:16:36+02:00,0.2157,0,0.21570000052452087,,0.2156988504970384,0.21568215388609602,0.21564637961171113,0
2021-10-20 18:16:37+02:00,0.2157,0,0.21570000052452087,,0.2156992340125337,0.21568484739489768,0.21564974387774882,0
2021-10-20 18:16:41+02:00,0.2157,0,0.21570000052452087,0.2156449995934963,0.21569948959338994,0.21568711608108568,0.21565276781590023,0
2021-10-20 18:16:41+02:00,0.2157,0,0.21570000052452087,0.21565499976277352,0.2156996599379186,0.21568903196230926,0.21565550005032694,0
2021-10-20 18:16:43+02:00,0.2157,0,0.21570000052452087,0.2156649999320507,0.215699773481962,0.21569065348740607,0.2156579803647108,0
2021-10-20 18:16:45+02:00,0.2157,0,0.21570000052452087,0.2156750001013279,0.21569984916955914,0.21569202845331595,0.21566024162409578,0
2021-10-20 18:16:47+02:00,0.2157,0,0.21570000052452087,0.21568500027060508,0.21569989962421024,0.21569319620259045,0.21566231121626933,0
2021-10-20 18:16:49+02:00,0.2157,0,0.21570000052452087,0.21569500043988227,0.2156999332589791,0.2156941893020168,0.21566421214721204,0
2021-10-20 18:16:50+02:00,0.2157,0,0.21570000052452087,0.21570000052452087,0.21569995568141834,0.21569503484111538,0.215665963883751,0
2021-10-20 18:16:51+02:00,0.2157,0,0.21570000052452087,0.21570000052452087,0.2156999706293823,0.21569575544813624,0.21566758300895722,0
2021-10-20 18:16:52+02:00,0.2157,0,0.21570000052452087,0.21570000052452087,0.2156999805945454,0.2156963700932956,0.21566908373710036,0
2021-10-20 18:16:53+02:00,0.2157,0,0.21570000052452087,0.21570000052452087,0.2156999872379225,0.21569689472978743,0.2156704783220612,0
2021-10-20 18:16:53+02:00,0.2157,0,0.21570000052452087,0.21570000052452087,0.2156999916668117,0.21569734280967734,0.21567177738406143,0
2021-10-20 18:16:54+02:00,0.2157,0,0.21570000052452087,0.21570000052452087,0.21569999461939168,0.21569772570226722,0.21567299017315547,0
2021-10-20 18:16:56+02:00,0.2154,0,0.21563999950885773,0.21568500027060508,0.21559999466321428,0.21565488408583225,0.21566152262180088,-1
2021-10-20 18:16:56+02:00,0.2154,0,0.2155799984931946,0.2156700000166893,0.21553332815453058,0.2156182451153947,0.21565077333616292,0
2021-10-20 18:16:58+02:00,0.2154,0,0.21551999747753142,0.21565499976277352,0.21548888387263815,0.2155869006439582,0.21564067888052083,0
2021-10-20 18:16:59+02:00,0.2154,0,0.21545999646186828,0.21563999950885773,0.21545925437681207,0.21556007818168482,0.21563118306736548,0
2021-10-20 18:17:01+02:00,0.2154,0,0.21539999544620514,0.21562499925494194,0.21543950139089937,0.21553711991882812,0.2156222359507192,0
2021-10-20 18:17:02+02:00,0.2154,0,0.21539999544620514,0.21560999900102615,0.21542633273864856,0.21551746517907,0.21561379298270147,0
2021-10-20 18:17:03+02:00,0.2154,0,0.21539999544620514,0.21559499874711036,0.215417553639381,0.21550063569444905,0.21560581430326875,0
2021-10-20 18:17:03+02:00,0.2154,0,0.21539999544620514,0.2155799984931946,0.21541170090752843,0.21548622321293706,0.21559826413922545,0
2021-10-20 18:17:04+02:00,0.2154,0,0.21539999544620514,0.2155649982392788,0.2154077990867345,0.21547387904321436,0.2155911102933835,0
2021-10-20 18:17:06+02:00,0.2154,0,0.21539999544620514,0.215549997985363,0.2154051978730679,0.21546330521473273,0.21558432370847935,0
2021-10-20 18:17:07+02:00,0.2154,0,0.21539999544620514,0.21553499773144721,0.21540346373071062,0.21545424698946258,0.2155778780933891,0
2021-10-20 18:17:08+02:00,0.2154,0,0.21539999544620514,0.21551999747753142,0.21540230763584448,0.21544648650830422,0.21557174960149944,0
2021-10-20 18:17:09+02:00,0.2154,0,0.21539999544620514,0.21550499722361566,0.21540153690595096,0.2154398373926246,0.2155659165529377,0
2021-10-20 18:17:10+02:00,0.2154,0,0.21539999544620514,0.21548999696969987,0.21540102308602954,0.21543414015173976,0.21556035919383792,0
2021-10-20 18:17:11+02:00,0.2153,0,0.21537999510765077,0.21546999663114547,0.2153673466415634,0.21541496041108663,0.21555175462751122,0
2021-10-20 18:17:12+02:00,0.2155,0,0.21539999544620514,0.21545999646186828,0.21541156347426868,0.215427117191069,0.215550066175177,0
2021-10-20 18:17:12+02:00,0.2155,0,0.2154199957847595,0.2154499962925911,0.21544104136260883,0.2154375349849924,0.2155484531642059,1
2021-10-20 18:17:14+02:00,0.2155,0,0.2154399961233139,0.2154399961233139,0.21546069328811115,0.21544646283101287,0.21554691095677672,0
2021-10-20 18:17:16+02:00,0.2155,0,0.21545999646186828,0.21542999595403672,0.21547379457175367,0.21545411402795872,0.21554543528578934,0
2021-10-20 18:17:16+02:00,0.2154,0,0.21547999680042268,0.21541499570012093,0.2154491948632118,0.2154463798225897,0.21554091229595013,0
2021-10-20 18:17:18+02:00,0.2154,0,0.21545999646186828,0.21541499570012093,0.21543279505753146,0.21543975129441725,0.21553657806948814,-1
2021-10-20 18:17:19+02:00,0.2154,0,0.2154399961233139,0.21541499570012093,0.21542186185375092,0.21543407027967784,0.2155324218619803,0
2021-10-20 18:17:19+02:00,0.2154,0,0.2154199957847595,0.21541499570012093,0.2154145730512334,0.2154292012651491,0.21552843372404312,0
2021-10-20 18:17:20+02:00,0.2155,0,0.2154199957847595,0.2154199957847595,0.21544304774715387,0.21543931706483407,0.21552758590769086,1
2021-10-20 18:17:21+02:00,0.2155,0,0.2154399961233139,0.21542499586939812,0.2154620308777642,0.21544798719212765,0.21552677136254933,0
2021-10-20 18:17:22+02:00,0.2155,0,0.21545999646186828,0.21542999595403672,0.21547468629816965,0.21545541831977477,0.21552598832452277,0
2021-10-20 18:17:24+02:00,0.2155,0,0.21547999680042268,0.2154349960386753,0.215483123245106,0.21546178755653242,0.21552523515101601,0
2021-10-20 18:17:24+02:00,0.2155,0,0.21549999713897705,0.2154399961233139,0.21548874787639657,0.21546724668103073,0.21552451031064102,0
2021-10-20 18:17:25+02:00,0.2155,0,0.21549999713897705,0.2154449962079525,0.21549249763059017,0.21547192576802654,0.21552381237395274,0
2021-10-20 18:17:27+02:00,0.2155,0,0.21549999713897705,0.2154499962925911,0.21549499746671918,0.21547593629458656,0.21552314000509626,0
2021-10-20 18:17:27+02:00,0.2155,0,0.21549999713897705,0.2154549963772297,0.2154966640241385,0.21547937380103527,0.21552249195426226,0
2021-10-20 18:17:29+02:00,0.2155,0,0.21549999713897705,0.21545999646186828,0.21549777506241802,0.21548232017067032,0.21552186705086107,0
2021-10-20 18:17:29+02:00,0.2155,0,0.21549999713897705,0.2154649965465069,0.21549851575460435,0.21548484558299777,0.21552126419733666,0
2021-10-20 18:17:30+02:00,0.2155,0,0.21549999713897705,0.21546999663114547,0.21549900954939527,0.2154870101873416,0.21552068236355162,0
2021-10-20 18:17:32+02:00,0.2155,0,0.21549999713897705,0.21547999680042268,0.21549933874592253,0.21548886553693106,0.21552012058168263,0
2021-10-20 18:17:32+02:00,0.2155,0,0.21549999713897705,0.21547999680042268,0.21549955821027406,0.21549045581779902,0.21551957794157306,0
2021-10-20 18:17:33+02:00,0.2155,0,0.21549999713897705,0.21547999680042268,0.2154997045198417,0.21549181890188843,0.21551905358649573,0
2021-10-20 18:17:35+02:00,0.2155,0,0.21549999713897705,0.21547999680042268,0.2154998020595535,0.21549298724954258,0.2155185467092839,0
2021-10-20 18:17:36+02:00,0.2155,0,0.21549999713897705,0.21547999680042268,0.21549986708602803,0.21549398868294167,0.21551805654879416,0
2021-10-20 18:17:37+02:00,0.2155,0,0.21549999713897705,0.21548499688506126,0.21549991043701103,0.2154948470489552,0.21551758238666804,0
2021-10-20 18:17:38+02:00,0.2155,0,0.21549999713897705,0.21548999696969987,0.21549993933766637,0.21549558278723271,0.21551712354436375,0
2021-10-20 18:17:39+02:00,0.2155,0,0.21549999713897705,0.21549499705433844,0.21549995860476992,0.21549621341708872,0.21551667938043148,0
2021-10-20 18:17:40+02:00,0.2155,0,0.21549999713897705,0.21549999713897705,0.2154999714495056,0.2154967539547955,0.2155162492880099,0
2021-10-20 18:17:41+02:00,0.2155,0,0.21549999713897705,0.21549999713897705,0.21549998001266277,0.2154972172712358,0.21551583269252295,0
2021-10-20 18:17:42+02:00,0.2155,0,0.21549999713897705,0.21549999713897705,0.2154999857214342,0.21549761439844203,0.21551542904955842,0
2021-10-20 18:17:44+02:00,0.2155,0,0.21549999713897705,0.21549999713897705,0.21549998952728183,0.2154979547923298,0.2155150378429118,0
2021-10-20 18:17:45+02:00,0.2155,0,0.21549999713897705,0.21549999713897705,0.21549999206451356,0.21549824655788716,0.21551465858278043,0
2021-10-20 18:17:46+02:00,0.2155,0,0.21549999713897705,0.21549999713897705,0.2154999937560014,0.21549849664218612,0.2155142908040953,0
2021-10-20 18:17:47+02:00,0.2155,0,0.21549999713897705,0.21549999713897705,0.21549999488365995,0.21549871099981546,0.21551393406497735,0
2021-10-20 18:17:50+02:00,0.2155,0,0.21549999713897705,0.21549999713897705,0.21549999563543232,0.21549889473467565,0.21551358794530864,0
2021-10-20 18:17:51+02:00,0.2155,0,0.21549999713897705,0.21549999713897705,0.2154999961366139,0.21549905222151447,0.21551325204540767,0
2021-10-20 18:17:52+02:00,0.2155,0,0.21549999713897705,0.21549999713897705,0.21549999647073498,0.21549918721009811,0.2155129259848006,0
2021-10-20 18:17:52+02:00,0.2155,0,0.21549999713897705,0.21549999713897705,0.21549999669348233,0.21549930291449898,0.21551260940108027,0
2021-10-20 18:17:56+02:00,0.2155,0,0.21549999713897705,0.21549999713897705,0.2154999968419806,0.21549940208962667,0.21551230194884585,0
