timestamp,open,high,low,close,bid,ask
2021-10-20 18:16:18+02:00,3248.69,3510.67,3246.38,3510.12,3508.54,3510.16
2021-10-20 18:16:19+02:00,3248.69,3510.67,3246.38,3510.12,3508.61,3510.21
2021-10-20 18:16:20+02:00,3248.99,3510.67,3246.38,3510.16,3510.0,3510.01
2021-10-20 18:16:21+02:00,3248.99,3510.67,3246.38,3509.36,3509.36,3509.94
2021-10-20 18:16:22+02:00,3248.99,3510.67,3246.38,3510.37,3509.32,3509.75
2021-10-20 18:16:23+02:00,3248.99,3510.67,3246.38,3509.63,3509.62,3510.66
2021-10-20 18:16:24+02:00,3248.99,3510.67,3246.38,3509.52,3509.32,3510.63
2021-10-20 18:16:25+02:00,3248.69,3510.67,3246.38,3509.69,3509.11,3510.67
2021-10-20 18:16:26+02:00,3248.69,3510.67,3246.38,3509.83,3509.73,3509.87
2021-10-20 18:16:27+02:00,3248.69,3510.67,3246.38,3509.52,3509.01,3509.34
2021-10-20 18:16:28+02:00,3248.69,3510.67,3246.38,3510.0,3509.07,3510.04
2021-10-20 18:16:29+02:00,3247.62,3510.67,3246.38,3510.0,3509.26,3509.4
2021-10-20 18:16:30+02:00,3247.61,3510.67,3246.38,3509.01,3509.09,3509.56
2021-10-20 18:16:31+02:00,3247.04,3510.67,3246.38,3507.78,3507.78,3508.0
2021-10-20 18:16:32+02:00,3246.55,3510.67,3246.38,3507.51,3507.5,3507.51
2021-10-20 18:16:33+02:00,3246.51,3510.67,3246.38,3507.79,3507.52,3508.76
2021-10-20 18:16:34+02:00,3246.51,3510.67,3246.38,3508.05,3507.24,3508.05
2021-10-20 18:16:35+02:00,3246.5,3510.67,3246.38,3508.87,3509.28,3509.58
2021-10-20 18:16:36+02:00,3246.5,3510.67,3246.38,3509.86,3509.84,3510.57
2021-10-20 18:16:37+02:00,3246.5,3510.67,3246.48,3509.29,3509.3,3510.38
2021-10-20 18:16:38+02:00,3246.51,3510.67,3246.48,3509.31,3509.3,3509.68
2021-10-20 18:16:39+02:00,3246.95,3510.67,3246.95,3509.28,3508.76,3509.89
2021-10-20 18:16:40+02:00,3246.95,3510.67,3246.95,3509.22,3508.76,3509.21
2021-10-20 18:16:41+02:00,3247.49,3510.67,3247.48,3509.42,3509.11,3509.38
2021-10-20 18:16:42+02:00,3248.58,3510.67,3247.48,3509.5,3509.49,3510.05
2021-10-20 18:16:43+02:00,3248.58,3510.67,3247.48,3509.98,3509.26,3509.98
2021-10-20 18:16:44+02:00,3248.58,3510.67,3247.48,3509.73,3509.14,3509.69
2021-10-20 18:16:45+02:00,3248.58,3510.67,3247.48,3509.61,3508.76,3509.61
2021-10-20 18:16:46+02:00,3248.58,3510.67,3247.48,3509.61,3508.76,3509.77
2021-10-20 18:16:47+02:00,3249.41,3510.67,3248.08,3509.14,3509.04,3509.65
2021-10-20 18:16:48+02:00,3249.41,3510.67,3248.08,3509.14,3509.34,3509.64
2021-10-20 18:16:49+02:00,3249.41,3510.67,3248.08,3509.32,3509.3,3509.35
2021-10-20 18:16:50+02:00,3249.41,3510.67,3248.08,3508.25,3506.74,3507.94
2021-10-20 18:16:51+02:00,3249.41,3510.67,3248.08,3506.1,3506.1,3506.53
2021-10-20 18:16:52+02:00,3249.41,3510.67,3248.08,3505.6,3505.06,3505.61
2021-10-20 18:16:53+02:00,3249.41,3510.67,3248.08,3504.32,3503.77,3504.32
2021-10-20 18:16:54+02:00,3249.41,3510.67,3248.08,3503.01,3503.01,3504.04
2021-10-20 18:16:55+02:00,3249.41,3510.67,3248.08,3503.01,3503.22,3503.39
2021-10-20 18:16:56+02:00,3249.41,3510.67,3248.08,3503.01,3503.22,3503.39
2021-10-20 18:16:57+02:00,3249.41,3510.67,3248.08,3503.0,3503.11,3503.42
2021-10-20 18:16:58+02:00,3249.41,3510.67,3248.08,3502.91,3502.09,3502.1
2021-10-20 18:16:59+02:00,3249.41,3510.67,3248.08,3502.49,3502.87,3502.88
2021-10-20 18:17:00+02:00,3249.41,3510.67,3248.08,3502.31,3502.3,3502.31
2021-10-20 18:17:01+02:00,3249.5,3510.67,3248.08,3501.54,3501.54,3502.03
2021-10-20 18:17:02+02:00,3249.5,3510.67,3248.08,3502.46,3501.36,3501.37
2021-10-20 18:17:03+02:00,3249.5,3510.67,3248.08,3501.36,3500.95,3501.35
2021-10-20 18:17:04+02:00,3249.5,3510.67,3248.08,3501.36,3501.07,3501.08
2021-10-20 18:17:05+02:00,3248.66,3510.67,3248.08,3501.36,3501.07,3501.08
2021-10-20 18:17:06+02:00,3248.66,3510.67,3248.08,3500.14,3500.14,3500.54
2021-10-20 18:17:07+02:00,3248.66,3510.67,3248.08,3501.11,3501.11,3501.12
2021-10-20 18:17:08+02:00,3249.24,3510.67,3248.08,3501.11,3501.11,3501.12
2021-10-20 18:17:09+02:00,3249.24,3510.67,3248.08,3501.08,3501.08,3501.09
2021-10-20 18:17:10+02:00,3249.24,3510.67,3248.08,3500.08,3500.78,3500.79
2021-10-20 18:17:11+02:00,3249.24,3510.67,3248.08,3500.79,3500.78,3500.79
2021-10-20 18:17:12+02:00,3248.72,3510.67,3248.08,3502.43,3501.54,3502.44
2021-10-20 18:17:13+02:00,3249.06,3510.67,3248.08,3502.0,3502.44,3502.45
2021-10-20 18:17:14+02:00,3249.06,3510.67,3248.08,3504.0,3503.99,3504.0
2021-10-20 18:17:15+02:00,3249.06,3510.67,3248.08,3504.33,3504.33,3504.85
2021-10-20 18:17:16+02:00,3248.48,3510.67,3248.08,3504.33,3504.96,3504.97
2021-10-20 18:17:17+02:00,3248.47,3510.67,3248.08,3504.66,3504.94,3504.97
2021-10-20 18:17:18+02:00,3248.47,3510.67,3248.08,3505.59,3506.12,3506.13
2021-10-20 18:17:19+02:00,3248.47,3510.67,3248.08,3506.99,3506.6,3506.61
2021-10-20 18:17:20+02:00,3248.47,3510.67,3248.08,3506.65,3506.64,3506.65
2021-10-20 18:17:21+02:00,3248.65,3510.67,3248.08,3506.65,3506.64,3506.65
2021-10-20 18:17:22+02:00,3248.65,3510.67,3248.08,3506.58,3505.61,3506.29
2021-10-20 18:17:23+02:00,3248.65,3510.67,3248.08,3504.77,3504.21,3504.22
2021-10-20 18:17:24+02:00,3249.3,3510.67,3248.08,3504.77,3504.21,3504.38
2021-10-20 18:17:25+02:00,3249.3,3510.67,3248.08,3502.89,3502.89,3504.37
2021-10-20 18:17:26+02:00,3249.3,3510.67,3248.08,3504.37,3504.11,3505.21
2021-10-20 18:17:27+02:00,3249.3,3510.67,3248.08,3505.5,3505.49,3505.5
2021-10-20 18:17:28+02:00,3249.3,3510.67,3248.08,3507.0,3506.99,3507.61
2021-10-20 18:17:29+02:00,3249.3,3510.67,3248.08,3507.65,3506.1,3507.66
2021-10-20 18:17:30+02:00,3248.7,3510.67,3248.08,3507.65,3506.32,3507.88
2021-10-20 18:17:31+02:00,3248.13,3510.67,3248.08,3507.65,3507.58,3508.01
2021-10-20 18:17:32+02:00,3248.09,3510.67,3248.08,3507.65,3507.1,3507.95
2021-10-20 18:17:33+02:00,3248.09,3510.67,3248.08,3507.54,3507.12,3507.13
2021-10-20 18:17:34+02:00,3248.09,3510.67,3248.08,3507.13,3507.14,3507.15
2021-10-20 18:17:35+02:00,3248.09,3510.67,3248.08,3507.15,3507.51,3508.04
2021-10-20 18:17:36+02:00,3248.08,3510.67,3248.08,3507.15,3507.14,3507.78
2021-10-20 18:17:37+02:00,3248.35,3510.67,3248.35,3507.15,3507.83,3507.84
2021-10-20 18:17:38+02:00,3248.35,3510.67,3248.35,3507.15,3507.83,3507.84
2021-10-20 18:17:39+02:00,3248.35,3510.67,3248.35,3507.15,3507.83,3507.84
2021-10-20 18:17:40+02:00,3249.05,3510.67,3248.83,3507.15,3507.83,3507.84
2021-10-20 18:17:41+02:00,3249.53,3510.67,3248.83,3507.83,3507.24,3507.73
2021-10-20 18:17:42+02:00,3249.53,3510.67,3248.83,3506.21,3507.21,3508.02
2021-10-20 18:17:43+02:00,3249.53,3510.67,3248.83,3506.21,3507.02,3507.9
2021-10-20 18:17:44+02:00,3249.52,3510.67,3248.83,3507.46,3506.98,3507.83
2021-10-20 18:17:45+02:00,3249.52,3510.67,3248.83,3508.01,3507.96,3507.97
2021-10-20 18:17:46+02:00,3249.34,3510.67,3248.83,3508.5,3508.79,3508.8
