timestamp,open,high,low,close,bid,ask
2021-08-22 12:20:02,48660.01,49757.04,48562.8,49021.3,49021.3,49021.31
2021-08-22 12:20:03,48660.01,49757.04,48562.8,49021.3,49021.3,49021.31
2021-08-22 12:20:04,48660.01,49757.04,48562.8,49021.31,49021.3,49021.31
2021-08-22 12:20:05,48653.58,49757.04,48562.8,49021.31,49021.3,49021.31
2021-08-22 12:20:06,48653.58,49757.04,48562.8,49021.3,49021.3,49021.31
2021-08-22 12:20:07,48653.58,49757.04,48562.8,49020.48,49020.47,49020.48
2021-08-22 12:20:08,48653.57,49757.04,48562.8,49014.58,49014.57,49014.58
2021-08-22 12:20:09,48650.01,49757.04,48562.8,49014.58,49014.57,49014.58
2021-08-22 12:20:10,48650.01,49757.04,48562.8,49014.58,49014.57,49014.58
2021-08-22 12:20:11,48650.01,49757.04,48562.8,49014.58,49014.57,49014.58
2021-08-22 12:20:12,48650.0,49757.04,48562.8,49014.58,49014.57,49014.58
2021-08-22 12:20:13,48650.01,49757.04,48562.8,49014.55,49014.55,49014.56
2021-08-22 12:20:14,48650.01,49757.04,48562.8,49014.55,49014.55,49014.56
2021-08-22 12:20:15,48650.01,49757.04,48562.8,49014.55,49014.55,49014.56
2021-08-22 12:20:16,48650.01,49757.04,48562.8,49014.55,49014.55,49014.56
2021-08-22 12:20:17,48650.01,49757.04,48562.8,49014.55,49014.55,49014.56
2021-08-22 12:20:18,48650.01,49757.04,48562.8,49014.55,49014.55,49014.56
2021-08-22 12:20:19,48650.01,49757.04,48562.8,49014.55,49014.55,49014.56
2021-08-22 12:20:20,48650.01,49757.04,48562.8,49014.55,49014.55,49014.56
2021-08-22 12:20:21,48650.04,49757.04,48562.8,49014.55,49014.55,49014.56
2021-08-22 12:20:22,48653.58,49757.04,48562.8,49013.56,49013.56,49013.57
2021-08-22 12:20:23,48653.58,49757.04,48562.8,49010.42,49010.41,49010.42
2021-08-22 12:20:24,48650.02,49757.04,48562.8,49010.41,49010.41,49010.42
2021-08-22 12:20:25,48650.02,49757.04,48562.8,49010.42,49010.41,49010.42
2021-08-22 12:20:26,48650.0,49757.04,48562.8,49010.42,49010.41,49010.42
2021-08-22 12:20:27,48650.01,49757.04,48562.8,49013.56,49013.55,49013.56
2021-08-22 12:20:28,48645.01,49757.04,48562.8,49013.56,49013.55,49013.56
2021-08-22 12:20:29,48648.29,49757.04,48562.8,49013.56,49013.55,49013.56
2021-08-22 12:20:30,48648.29,49757.04,48562.8,49013.56,49013.55,49013.56
2021-08-22 12:20:31,48648.29,49757.04,48562.8,49013.56,49013.55,49013.56
2021-08-22 12:20:32,48648.3,49757.04,48562.8,49013.55,49013.55,49013.56
2021-08-22 12:20:33,48646.64,49757.04,48562.8,49013.55,49013.55,49013.56
2021-08-22 12:20:34,48646.64,49757.04,48562.8,49013.55,49013.55,49013.56
2021-08-22 12:20:35,48646.64,49757.04,48562.8,49013.56,49013.55,49013.56
