,tradeType,buyPrice,qty,buyTime,sellPrice,sellTime,profit,profit_per_second,status
caaec4cbc4,long,45545.1640625,0.002195622785830205,1631365937.5865166,45541.3046875,1631365957.8768208,-0.008473731689063449,-0.00041762541592553227,closed
c7920b61fa,long,45544.984375,0.0021954453962486605,1631365963.9845247,45544.9921875,1631365997.663823,1.715191715819266e-05,5.09272549759315e-07,closed
b41eba1ae8,long,45554.734375,0.0021949758854285513,1631365999.6998599,45539.671875,1631366007.799178,-0.03306182427426756,-0.0040820690105506496,closed
1e68ba606e,long,45528.23828125,0.0021955271139300803,1631366043.7765758,45519.01953125,1631366098.13656,-0.02024001558154293,-0.0003723332310538657,closed
a954cf34b7,long,45524.0234375,0.0021952857861427303,1631366102.2407165,45530.140625,1631366137.9197006,0.013428974769919983,0.0003763837346130236,closed
